,id_Article,domaine,numero_loi,numero_decret,numero_arrete,declaration,numero_article,titre,date_signature,division_partie,division_livre,division_titre,division_sous_titre,division_chapitre,division_section,division_sous_section,section_application,loyer,type_terrain,region,ville,localite,categorie,type_habitation,contenu
40,41,,2004-16,,,0,27,,2004-06-04,,,TITRE III. - STRATEGIES DE DEVELOPPEMENT AGRO-SYLVO- PASTORAL,,"CHAPITRE VII. - DIVERSIFICATION, FILIÈRES ET RÉGULATION DES MARCHÉS",,,,0,,,,,,,"L’extension des accords visés à l’article 26 est subordonnée à l’acceptation desdits accords par les professions représentées dans l’organisation interprofessionnelles agricoles, par décisions de l’organe exécutif de celle-ci.
Lorsque l’extension est décidée, les mesures arrêtées sont obligatoires dans la zone de production intéressée pour tous les membres des professions représentées dans l’organisation professionnelle agricole concernée."
41,42,,2004-16,,,0,28,,2004-06-04,,,TITRE III. - STRATEGIES DE DEVELOPPEMENT AGRO-SYLVO- PASTORAL,,"CHAPITRE VII. - DIVERSIFICATION, FILIÈRES ET RÉGULATION DES MARCHÉS",,,,0,,,,,,,"Les organisations interprofessionnelles agricoles reconnues, visées à l’article 25, sont habilitées à prélever, sur tous les membres des professions qu’elles regroupent, des cotisations résultants des accords étendues conformément à l’article précédent et qui, nonobstant leur caractère obligatoire, demeurent des créances de droit privé."
42,43,,2004-16,,,0,29,,2004-06-04,,,TITRE III. - STRATEGIES DE DEVELOPPEMENT AGRO-SYLVO- PASTORAL,,"CHAPITRE VII. - DIVERSIFICATION, FILIÈRES ET RÉGULATION DES MARCHÉS",,,,0,,,,,,,"Les organisations interprofessionnelles agricoles existant à la date de promulgation de la présente loi peuvent, à leur demande, bénéficier des dispositions des articles 25 à 28."
43,44,,2004-16,,,0,30,,2004-06-04,,,TITRE III. - STRATEGIES DE DEVELOPPEMENT AGRO-SYLVO- PASTORAL,,"CHAPITRE VII. - DIVERSIFICATION, FILIÈRES ET RÉGULATION DES MARCHÉS",,,,0,,,,,,,Une concertation régulière entre Etat et Interprofession agricole est favorisée et développée pour coordonner les actions des différentes filières dans la mise en œuvre de la politique de développement agro-sylvo-pastoral.
44,45,,2004-16,,,0,31,,2004-06-04,,,TITRE III. - STRATEGIES DE DEVELOPPEMENT AGRO-SYLVO- PASTORAL,,"CHAPITRE VII. - DIVERSIFICATION, FILIÈRES ET RÉGULATION DES MARCHÉS",,,,0,,,,,,,"Les marchés hebdomadaires jouent un rôle fondamental dans la commercialisation des produits agricoles et alimentaires. L’Etat et les collectivités locales définissent et mettent en œuvre une politique de modernisation de ces marchés et développent un système d’information sur les marchés, dans un délai de dix ans à compter de la promulgation de la présente loi."
45,46,,2004-16,,,0,32,,2004-06-04,,,TITRE III. - STRATEGIES DE DEVELOPPEMENT AGRO-SYLVO- PASTORAL,,"CHAPITRE VII. - DIVERSIFICATION, FILIÈRES ET RÉGULATION DES MARCHÉS",,,,0,,,,,,,"Un louma national est créé dans la périphérie de Dakar, au plus tard dans un délai de cinq ans à compter de le promulgation de la présente loi. Son implantation est convenue par l’Etat et les collectivités locales concernées."
46,47,,2004-16,,,0,33,,2004-06-04,,,TITRE III. - STRATEGIES DE DEVELOPPEMENT AGRO-SYLVO- PASTORAL,,"CHAPITRE VII. - DIVERSIFICATION, FILIÈRES ET RÉGULATION DES MARCHÉS",,,,0,,,,,,,"Les marchés hebdomadaires d’importance régionale et le Louma National ont pour fonction d’assurer la transparence des marchés des produits agricoles et d’élevage, le contrôle de
la qualité des produits commercialisés, ainsi que la collecte et la diffusion d’informations sur les volumes et les flux des transactions et sur les prix pratiqués."
47,48,,2004-16,,,0,34,,2004-06-04,,,TITRE III. - STRATEGIES DE DEVELOPPEMENT AGRO-SYLVO- PASTORAL,,"CHAPITRE VII. - DIVERSIFICATION, FILIÈRES ET RÉGULATION DES MARCHÉS",,,,0,,,,,,,Le contrôle de qualité des produits d’origine végétale et animale est renforcé afin d’améliorer la sécurité sanitaire des aliments et de promouvoir l’exportation de ces produits.
48,49,,2004-16,,,0,35,,2004-06-04,,,TITRE III. - STRATEGIES DE DEVELOPPEMENT AGRO-SYLVO- PASTORAL,,"CHAPITRE VII. - DIVERSIFICATION, FILIÈRES ET RÉGULATION DES MARCHÉS",,,,0,,,,,,,"L’Etat assure la cohérence et l’harmonisation des dispositions prises au niveau national et avec celles adoptées par l’UEMOA et la CEDEAO en ce qui concerne notamment les normes de production et de mise en consommation, les dispositifs de contrôle et le système d’information sur les marchés agricoles."
49,50,,2004-16,,,0,36,,2004-06-04,,,TITRE III. - STRATEGIES DE DEVELOPPEMENT AGRO-SYLVO- PASTORAL,,"CHAPITRE VII. - DIVERSIFICATION, FILIÈRES ET RÉGULATION DES MARCHÉS",,,,0,,,,,,,"Chaque fois que nécessaire, l’Etat prend des mesures de protection ou accorde des subventions pour réduire ou supprimer les distorsions dans les échanges économiques extérieurs, au sein de l’UEMOA, et de la CEDEAO, dans le respect des accords de l’Organisation Mondiale du Commerce.
Dans le cadre des négociations commerciales multilatérales et bilatérales, l’Etat œuvre à la suppression des pratiques déloyales dans les échanges commerciaux."
50,51,,2004-16,,,0,37,,2004-06-04,,,TITRE III. - STRATEGIES DE DEVELOPPEMENT AGRO-SYLVO- PASTORAL,,CHAPITRE VIII. - SYLVICULTURE ET AMÉNAGEMENTS FORESTIERS,,,,0,,,,,,,"La sylviculture concerne l’ensemble des opérations de production forestière allant du reboisement à l’exploitation, en passant par diverses pratiques sylvicoles comme les élagages, la protection contre les feux, les coupes sanitaires et les éclaircies, etc.
La sylviculture permet une mise en valeur économique, écologique et sociale du domaine forestier et a des objectifs variés comme : la ligniculture ou production de bois, les aménagements paysagers, l’agroforesterie, la gestion de la faune et des parcours, la protection des sols et des bassins versant, etc."
51,52,,2004-16,,,0,38,,2004-06-04,,,TITRE III. - STRATEGIES DE DEVELOPPEMENT AGRO-SYLVO- PASTORAL,,CHAPITRE VIII. - SYLVICULTURE ET AMÉNAGEMENTS FORESTIERS,,,,0,,,,,,,"La gestion des ressources sylvicoles obéit à la mise en œuvre d’un plan d’aménagement, consistant en une programmation des activités sylvicoles dans l’espace et dans le temps pour la réalisation du maximum de profit visé par l’objectif.
Lorsque la réalisation du plan d’aménagement aboutit à une exploitation forestière, elle doit se faire conformément aux dispositions du Code forestier.
Cette exploitation est interdite pour les fruits forestiers non susceptibles d’arriver à maturité qui ne peuvent être ni collectés, ni transportés, ni stockés ou vendus."
52,53,,2004-16,,,0,39,,2004-06-04,,,TITRE III. - STRATEGIES DE DEVELOPPEMENT AGRO-SYLVO- PASTORAL,,CHAPITRE VIII. - SYLVICULTURE ET AMÉNAGEMENTS FORESTIERS,,,,0,,,,,,,"La mise en valeur agricole des terres est assujettie au respect des dispositions du Code forestier, et en particulier, en son titre III traitant de la protection des forêts.
Dans ce cadre, la culture en domaine forestier classé obéit à la conclusion d’un accord avec le Service forestier. En dehors du domaine forestier classé, les défrichements, lorsqu’ils sont régulièrement autorisés par le Conseil régional, doivent maintenir en place un minimum de vingt pieds d’arbres à l’hectare et éventuellement, des brise- vent.
Ce défrichement est interdit lorsqu’il :
risque de compromettre la stabilité des terres sur les pentes et dans les bassins versants ;
concerne les galeries forestières et les zones de mangrove ;
risque d’entraîner des phénomènes d’érosion et d’ensablement des cours d’eau ;
concerne des zones du domaine national mis en défens dans un but de protection ;
intéresse une bande de cinquante mètres de part et d’autre des axes routiers et une bande de trente mètres de part et d’autre des cours d’eau.
Lorsqu’il concerne un département ou le taux de classement est inférieur à 20%, l’autorisation ne peut être délivrée qu’après avis conforme de la Commission nationale de Concertation des Sols."
53,54,,2004-16,,,0,40,,2004-06-04,,,TITRE III. - STRATEGIES DE DEVELOPPEMENT AGRO-SYLVO- PASTORAL,,CHAPITRE VIII. - SYLVICULTURE ET AMÉNAGEMENTS FORESTIERS,,,,0,,,,,,,"Le pâturage et le passage du bétail sont interdits dans les parcs nationaux, dans les périmètres de reboisement ou de restauration, dans les parcelles de forêt en voie de régénération naturelles ou dans les zones repeuplées artificiellement, tant que la présence des animaux risque d’endommager les plantations ou les semis. L’abattage d’essences, protégées ou non, en vue de la nourriture du bétail est interdit."
54,55,,2004-16,,,0,41,,2004-06-04,,,TITRE III. - STRATEGIES DE DEVELOPPEMENT AGRO-SYLVO- PASTORAL,,CHAPITRE VIII. - SYLVICULTURE ET AMÉNAGEMENTS FORESTIERS,,,,0,,,,,,,"Les feux de brousse sont interdits, et les feux allumés lors d’incinération de pâturages ou de brûlis de terrains de culture ne sont autorisés que sous réserve du respect des mesures suivantes :
protection des surfaces à incendier au moyen de bandes débroussaillées et désherbées ;
mise à feu en fin de journée et par temps calme ;
surveillance par les éleveurs ou les agriculteurs qui doivent se tenir prêts à intervenir en cas de propagation de l’incendie au delà des limites prévues."
55,56,,2004-16,,,0,42,,2004-06-04,,,TITRE III. - STRATEGIES DE DEVELOPPEMENT AGRO-SYLVO- PASTORAL,,CHAPITRE IX. - POLITIQUE DE DÉVELOPPENT DE L’ÉLEVAGE,,,,0,,,,,,,Les dispositions de la présente loi s’appliquent au secteur de l’élevage et aux activités pastorales.
56,57,,2004-16,,,0,43,,2004-06-04,,,TITRE III. - STRATEGIES DE DEVELOPPEMENT AGRO-SYLVO- PASTORAL,,CHAPITRE IX. - POLITIQUE DE DÉVELOPPENT DE L’ÉLEVAGE,,,,0,,,,,,,"L’Etat, en concertation avec les collectivités locales et les organisations de producteurs concernées, définit et met en œuvre un plan national de développement de l’élevage."
57,58,,2004-16,,,0,44,,2004-06-04,,,TITRE III. - STRATEGIES DE DEVELOPPEMENT AGRO-SYLVO- PASTORAL,,CHAPITRE IX. - POLITIQUE DE DÉVELOPPENT DE L’ÉLEVAGE,,,,0,,,,,,,"Le pastoralisme est reconnu comme constituant un mode de mise en valeur de l’espace rural et des ressources naturelles. Les activités pastorales doivent être exercées dans le respect de l’environnement et des autres activités agricoles, sylvicoles et rurales."
58,59,,2004-16,,,0,45,,2004-06-04,,,TITRE III. - STRATEGIES DE DEVELOPPEMENT AGRO-SYLVO- PASTORAL,,CHAPITRE IX. - POLITIQUE DE DÉVELOPPENT DE L’ÉLEVAGE,,,,0,,,,,,,"Le pastoralisme fera l’objet de dispositions spécifiques dans la loi de réforme foncière visée à l’article 23.
Il sera également procédé à une actualisation du décret n°80-268 du 10 mars 1980 sur les parcours du bétail."
59,60,,2004-16,,,0,46,,2004-06-04,,,TITRE III. - STRATEGIES DE DEVELOPPEMENT AGRO-SYLVO- PASTORAL,,CHAPITRE IX. - POLITIQUE DE DÉVELOPPENT DE L’ÉLEVAGE,,,,0,,,,,,,"L’Etat, en concertation avec les collectivités locales et les organisations de producteurs concernées, définit une politique de sécurisation des troupeaux et de lutte contre le vol de bétail.
L’Etat, en concertation avec les acteurs du développement de l’Elevage, soumet à l’Assemblée nationales, un projet de modification du Code pénal et du Code de Procédure pénale pour renforcer les mesures coercitives contre le vol de bétail, dans un délai de trois mois à compter de la promulgation de la présente loi."
60,61,,2004-16,,,0,47,,2004-06-04,,,TITRE III. - STRATEGIES DE DEVELOPPEMENT AGRO-SYLVO- PASTORAL,,CHAPITRE X. - MAÎTRISE DE L’EAU,,,,0,,,,,,,"Le développement de l’hydraulique rurale assure une production agricole sécurisée et contribue à la prolongation de l’activité agricole tout au long de l’année, ainsi qu’au bien-être des populations en milieu rural."
61,62,,2004-16,,,0,48,,2004-06-04,,,TITRE III. - STRATEGIES DE DEVELOPPEMENT AGRO-SYLVO- PASTORAL,,CHAPITRE X. - MAÎTRISE DE L’EAU,,,,0,,,,,,,"L’Etat, en concertation avec les collectivités locales et les organisations professionnelles agricoles, conformément aux engagements pris au sein de l’Organisation de Mise en Valeur du Fleuve Sénégal (OMVS), définit et met en œuvre une politique et des programmes opérationnels d’hydraulique agricole. L’Etat veille à la mise en valeur efficiente et durable de l’eau sur l’ensemble du territoire national.
Cette politique définit les modalités de financement de l’investissement et de maintenance des infrastructures hydro agricole, de même qu’elle précise les conditions spécifiques de la gestion et de l’exploitation du domaine irrigué.
Cette politique et ces programmes sont fondés sur les principes de Gestion Intégrée des Ressource en Eau (GIRE) et de rentabilité socio-économique des investissements hydro agricoles. Ils tiennent compte de la nécessité de réaliser des ouvrages, des infrastructures hydrauliques et des points d’eau permanents en milieu rural pour faire face aux besoins en eau des populations, de l’agriculture et de l’élevage."
